"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","ensembl"
"Fcmr",112.565962377228,-0.34223765637599,0.268350595297071,-1.27533779456358,0.20218970585712,0.999813356907188,"69169","ENSMUSG00000042474"
"Stpg1",2.92853676191706,-2.22026856526321,1.74114193735922,-1.2751795345477,0.202245703279892,NA,"78806","ENSMUSG00000028801"
"Wdr63",2.92853676191706,-2.22026856526321,1.74114193735922,-1.2751795345477,0.202245703279892,NA,"242253","ENSMUSG00000043020"
"Hs3st3a1",8.61431315817839,-1.22009821029593,0.956984229697321,-1.27494076959014,0.202330207297595,NA,"15478","ENSMUSG00000047759"
"Osbpl3",1414.58460991309,0.118696840866244,0.0931006772322518,1.27492994030687,0.202334040622112,0.999813356907188,"71720","ENSMUSG00000029822"
"Sntb2",245.483485354748,0.233474619040278,0.183206404009542,1.27438022869614,0.202528695797051,0.999813356907188,"20650","ENSMUSG00000041308"
"Gm16299",21.1084713573247,0.797253525399865,0.625662403332112,1.27425512729214,0.202573013779366,0.999813356907188,"102641509","ENSMUSG00000089679"
"Bok",39.4241424238908,0.563571246265732,0.442332882532203,1.27408851686422,0.202632047572934,0.999813356907188,"51800","ENSMUSG00000026278"
"Faah",1837.6430774237,-0.108353544139465,0.0850864137612903,-1.2734529444789,0.202857360158617,0.999813356907188,"14073","ENSMUSG00000034171"
"Arel1",2673.43185445155,-0.0967059713585216,0.0759402143945441,-1.27344875346401,0.202858846493141,0.999813356907188,"68497","ENSMUSG00000042350"
"Gm37494",23.8765699355357,0.746141845325486,0.586094743756632,1.27307377053583,0.202991865500491,0.999813356907188,NA,NA
"Gm37409",3.55835553025107,1.97138269377392,1.54874839107442,1.27288764600833,0.203057913692584,NA,NA,NA
"Cfap77",2.79953851878589,2.26603475996055,1.78086809704484,1.27243267691796,0.203219430013007,NA,"329375","ENSMUSG00000079502"
"Vldlr",1447.47430662764,0.114223610252473,0.0897686887568392,1.27242150725712,0.203223396475128,0.999813356907188,"22359","ENSMUSG00000024924"
"Wdr77",471.245983209185,0.175206701219531,0.137698205489429,1.27239640194862,0.203232311835659,0.999813356907188,"70465","ENSMUSG00000000561"
"Gm23751",2.92901145812342,-2.22049851422131,1.74530383379322,-1.27227046158222,0.203277039892716,NA,NA,NA
"Iqce",651.070432518859,-0.153491885131667,0.12067331951855,-1.27196206869963,0.203386596712487,0.999813356907188,"74239","ENSMUSG00000036555"
"Pepd",638.411925408723,0.154640741173119,0.121582057347691,1.27190429695468,0.203407124951501,0.999813356907188,"18624","ENSMUSG00000063931"
"Setdb2",444.648022089387,0.184875119801665,0.145379286214215,1.27167442223683,0.203488822093259,0.999813356907188,"239122","ENSMUSG00000071350"
"Abhd6",114.600641263599,-0.333609766092406,0.262403339920724,-1.27136249939957,0.203599717213561,0.999813356907188,"66082","ENSMUSG00000025277"
"Mdn1",2708.22246715834,0.263908311416597,0.207611971632662,1.27116133689797,0.203671258038379,0.999813356907188,"100019","ENSMUSG00000058006"
"Ttc7b",856.376714136216,-0.136674356979358,0.107525555083026,-1.27108720223602,0.20369762767944,0.999813356907188,"104718","ENSMUSG00000033530"
"Gm38057",16.3900378762908,0.874096825090492,0.687729270219567,1.2709897090921,0.203732309696991,0.999813356907188,NA,NA
"Vsir",2962.04029770248,-0.0941329300002454,0.0740718333783518,-1.27083299692912,0.203788067177467,0.999813356907188,"74048","ENSMUSG00000020101"
"Rpn2",8863.77548066958,-0.0799759211688916,0.0629351770152528,-1.27076660401716,0.203811692825057,0.999813356907188,"20014","ENSMUSG00000027642"
"Tacc1",1175.81039698307,-0.123841396504946,0.0974651311991308,-1.27062258041726,0.203862949889376,0.999813356907188,"320165","ENSMUSG00000065954"
"Acot11",343.164132671066,-0.2006170984653,0.157899734542745,-1.27053474184905,0.203894215670921,0.999813356907188,"329910","ENSMUSG00000034853"
"Pde8a",235.692638979312,0.241477904673768,0.190066797067484,1.27048968257213,0.203910255691648,0.999813356907188,"18584","ENSMUSG00000025584"
"Hadhb",800.073951939042,0.141314314695576,0.111243821909935,1.27031157568451,0.203973666455964,0.999813356907188,"231086","ENSMUSG00000059447"
"5830432E09Rik",32.9013069970539,-0.632800908161052,0.4981902210907,-1.27019937640616,0.204013619733978,0.999813356907188,"67765","ENSMUSG00000097471"
"Sdc3",554.923761449705,-0.180843362295098,0.142377131582048,-1.27017141226001,0.204023578432318,0.999813356907188,"20970","ENSMUSG00000025743"
"Nfkbiz",1083.05934943226,-0.130889868781645,0.103049646497657,-1.27016320026503,0.204026502986468,0.999813356907188,"80859","ENSMUSG00000035356"
"Hist1h2ag",1027.19370012404,-0.139528285403417,0.1098644151102,-1.27000435276029,0.204083079667289,0.999813356907188,NA,NA
"Arid3a",1710.61664939306,-0.109438459623249,0.086174352046965,-1.26996556427375,0.204096896687955,0.999813356907188,"13496","ENSMUSG00000019564"
"Trim32",549.340454603845,0.165390881722002,0.130254425256075,1.26975249705989,0.204172806453816,0.999813356907188,"69807","ENSMUSG00000051675"
"Cytip",19091.7237901195,0.07256427400517,0.0571946546855634,1.26872475066251,0.20453925167759,0.999813356907188,"227929","ENSMUSG00000026832"
"Gm25878",47.327056614812,-0.561608106322794,0.442777802944019,-1.26837457205098,0.204664217823986,0.999813356907188,NA,NA
"Cul5",1559.58296777706,0.115513427672952,0.0910860185449739,1.26817956826071,0.204733831725418,0.999813356907188,"75717","ENSMUSG00000032030"
"Zfp459",28.186298887968,0.676462960974987,0.533842740158612,1.26715774157386,0.205098892533971,0.999813356907188,"328274","ENSMUSG00000055560"
"Ttc12",29.6625371783003,0.644657147481263,0.508791897402947,1.26703501131174,0.20514277132093,0.999813356907188,"235330","ENSMUSG00000040219"
"Rufy4",11.8354526559655,-1.0369174910236,0.818797989887318,-1.26638988350021,0.205373531018823,0.999813356907188,"435626","ENSMUSG00000061815"
"Slc29a3",387.079636359685,0.189597056720242,0.149725896800784,1.26629434701271,0.205407720078955,0.999813356907188,"71279","ENSMUSG00000020100"
"Plscr3",586.542595096482,-0.163046595990855,0.128762919908168,-1.26625426098707,0.20542206665236,0.999813356907188,"70310","ENSMUSG00000019461"
"Oip5",468.94927432427,0.173819913156489,0.137289843686018,1.26607991159211,0.205484473836911,0.999813356907188,"70645","ENSMUSG00000072980"
"Gm15892",9.35086321045604,1.15853255766511,0.915204242844196,1.26587323728386,0.205558469350857,NA,NA,NA
"Gm37004",2.07134048521606,2.92117965632685,2.30772223187388,1.26582810356463,0.205574631132698,NA,NA,NA
"Peg13",132.768865006837,0.308672065949178,0.243884604073604,1.26564801874915,0.205639126291616,0.999813356907188,"353342","ENSMUSG00000106847"
"Zfp119a",65.7599097628908,0.433979794264314,0.343060150301404,1.26502537203179,0.205862232844245,0.999813356907188,"104349","ENSMUSG00000057835"
"Zfp871",999.986827559292,0.139214301123314,0.110061920719767,1.26487253913888,0.205917022742532,0.999813356907188,"208292","ENSMUSG00000024298"
"C030014I23Rik",5.88479808392219,-1.48726926826822,1.17624151864124,-1.26442507316547,0.206077498172838,NA,"77381",NA
"Gcsh",751.135686493899,-0.147317611508735,0.116515991109124,-1.26435530527963,0.206102527323895,0.999813356907188,"68133","ENSMUSG00000034424"
"Scarna6",131.490817160935,-0.311113444759759,0.246067345065972,-1.26434267284165,0.206107059432981,0.999813356907188,"100217415","ENSMUSG00000089281"
"Gdpd3",29.0969530188814,0.700771626307035,0.554767894083535,1.26317985193555,0.206524551926471,0.999813356907188,"68616","ENSMUSG00000030703"
"Plekho1",336.664000117237,0.203262944439257,0.160940161033759,1.26297217011371,0.206599181387515,0.999813356907188,"67220","ENSMUSG00000015745"
"Sat1",1626.6639191978,-0.109299371264359,0.086544210033799,-1.26293106403852,0.206613954978285,0.999813356907188,"20229","ENSMUSG00000025283"
"Ifi27",589.202092003789,-0.158831387108914,0.125781879658147,-1.26275253272244,0.206678128325387,0.999813356907188,"52668","ENSMUSG00000064215"
"Hip1r",1404.1753769691,0.115865208185714,0.0917593105296865,1.26270792050283,0.20669416651355,0.999813356907188,"29816","ENSMUSG00000000915"
"Wiz",458.211511739053,0.204700420703192,0.162122630684078,1.26262706100595,0.206723237978099,0.999813356907188,"22404","ENSMUSG00000024050"
"Gm37423",15.9201082202088,0.999564633629317,0.791792936012987,1.26240660678605,0.206802513097334,0.999813356907188,NA,NA
"Zfand5",981.473624374013,0.129529601075861,0.102623754082484,1.26217952397016,0.206884194923879,0.999813356907188,"22682","ENSMUSG00000024750"
"Gm13977",2.92758736950436,-2.21980222705546,1.75885580991121,-1.26207174831888,0.206922970084466,NA,"100043236",NA
"Trim65",164.674450147673,0.284441795535166,0.22538516031598,1.26202539304891,0.206939649249454,0.999813356907188,"338364","ENSMUSG00000054517"
"Ap3m2",276.086721532701,-0.219611266871593,0.174070119077934,-1.26162530384247,0.207083646554531,0.999813356907188,"64933","ENSMUSG00000031539"
"Mad2l1",1856.1091385486,0.1050543679006,0.083272582345453,1.26157211583503,0.207102795084371,0.999813356907188,"56150","ENSMUSG00000029910"
"Cyb5b",4018.32020171998,0.08759278335996,0.0694422508283544,1.26137592481657,0.207173438087244,0.999813356907188,"66427","ENSMUSG00000031924"
"Gm24305",8.62374801342605,-1.21790843802407,0.965561842096632,-1.26134690179915,0.207183889964032,NA,NA,NA
"Ankrd33b",133.412478111257,-0.316802536850184,0.251194218615165,-1.26118562201279,0.207241977610535,0.999813356907188,"67434","ENSMUSG00000022237"
"Zfp516",424.084183374146,0.18565769678928,0.14722344883843,1.26106064118243,0.207286999699699,0.999813356907188,"329003","ENSMUSG00000058881"
"Sp100",1233.60445615277,-0.120426692135067,0.0955434051445411,-1.26043960808055,0.207510820918566,0.999813356907188,"20684","ENSMUSG00000026222"
"Twf2",2183.81864221743,-0.102274817573494,0.081160875727004,-1.26014926104925,0.207615522527592,0.999813356907188,"23999","ENSMUSG00000023277"
"Gpn1",879.080345526618,0.134608689386291,0.106863721422398,1.25962943826583,0.207803070753963,0.999813356907188,"74254","ENSMUSG00000064037"
"Bclaf1",5235.3756921417,0.0824118641448818,0.0654387852028365,1.25937338062488,0.207895499619537,0.999813356907188,"72567","ENSMUSG00000037608"
"Scly",346.65149224409,-0.197627594514373,0.156940157182519,-1.25925447038093,0.207938432665099,0.999813356907188,"50880","ENSMUSG00000026307"
"Pcdhgc5",6.85615139114653,1.35226759759076,1.07406376879338,1.25901984303028,0.208023164719182,NA,"93708","ENSMUSG00000102543"
"Icos",3008.14562224559,-0.0919435565235917,0.0730300335650889,-1.25898280522692,0.208036542639145,0.999813356907188,"54167","ENSMUSG00000026009"
"Isy1",1046.01768893415,0.126616331933593,0.100588278909926,1.25875830967318,0.208117642967524,0.999813356907188,"57905","ENSMUSG00000030056"
"Dpp3",2713.08180615766,0.0940328096941345,0.0747081073129834,1.25866941455486,0.20814976318254,0.999813356907188,"75221","ENSMUSG00000063904"
"C630043F03Rik",5.57135247748372,1.51264397761294,1.20205151057413,1.25838532234817,0.208252437492341,NA,"68285",NA
"Cenpk",301.279068110268,0.216672828982261,0.172223352438332,1.25809204103053,0.208358471369222,0.999813356907188,"60411","ENSMUSG00000021714"
"A930004D18Rik",70.5607884426476,0.423014301098563,0.336287294826163,1.25789557799747,0.208429523136116,0.999813356907188,"77940","ENSMUSG00000054057"
"Gm23444",34.4500578143705,-0.596260044757773,0.474418211649208,-1.25682368449771,0.20881748771483,0.999813356907188,NA,NA
"Zfyve9",96.7463321896936,0.356114930604829,0.283430870366537,1.25644369699142,0.208955147168527,0.999813356907188,"230597","ENSMUSG00000034557"
"Psmg2",1221.51966176213,0.122097888881364,0.0972134017851011,1.25597794788904,0.209123965456879,0.999813356907188,"107047","ENSMUSG00000024537"
"Acad10",157.155703437165,-0.293610690338353,0.233809310084668,-1.25576988457829,0.209199413286094,0.999813356907188,"71985","ENSMUSG00000029456"
"Ankzf1",1914.25208470953,0.108333442077558,0.0863043249913621,1.25524928314312,0.209388279942727,0.999813356907188,"52231","ENSMUSG00000026199"
"Tox",159.10613862362,0.288675589492345,0.230155316676013,1.25426426667653,0.209745967459431,0.999813356907188,"252838","ENSMUSG00000041272"
"Zfp882",89.1947774333175,0.376384119217783,0.30014167751976,1.25402150853576,0.209834187759826,0.999813356907188,"382019","ENSMUSG00000089857"
"Hist1h2be",5696.23551312963,-0.093108570043945,0.0742724565070968,-1.25360832834509,0.209984402597625,0.999813356907188,NA,NA
"Alg6",345.839440206701,0.198012165717088,0.157954332368475,1.25360389137771,0.209986016113592,0.999813356907188,"320438","ENSMUSG00000073792"
"Sox12",91.76671279308,0.370668529493814,0.295746565648195,1.25333164454982,0.210085036627191,0.999813356907188,"20667","ENSMUSG00000051817"
"Tnrc6c",1396.85733994154,-0.113770060644048,0.0907742265460305,-1.25332999214658,0.210085637735777,0.999813356907188,"217351","ENSMUSG00000025571"
"Smarcd3",2.79200244836364,2.26218847782641,1.8051785697302,1.2531660389501,0.210145286555016,NA,"66993","ENSMUSG00000028949"
"Prr7",141.236529303001,-0.297610424023674,0.23751627282995,-1.25301066944895,0.210201823798326,0.999813356907188,"432763","ENSMUSG00000034686"
"BC005537",2429.21416143857,0.0994545893283372,0.0793737795593335,1.25299046965494,0.210209175088563,0.999813356907188,"79555","ENSMUSG00000019132"
"Akr1b8",212.314262302612,0.244879238758771,0.195448919992451,1.25290658433021,0.210239705379195,0.999813356907188,"14187","ENSMUSG00000029762"
"ENSMUST00000186671.1",94.42271970737,0.368235979680507,0.293910073983652,1.252886553664,0.210246996068898,0.999813356907188,NA,NA
"Atp6v1d",1458.53813075215,0.112370886975982,0.0897022896143495,1.25270923918542,0.210311542332681,0.999813356907188,"73834","ENSMUSG00000021114"
"Ccdc151",5.15515284144872,-1.57406168902633,1.25653680967317,-1.25269843024794,0.210315477480851,NA,"77609","ENSMUSG00000039632"
"Pgap3",95.8055106568066,0.360042138974032,0.287448809513424,1.25254350360153,0.210371886595937,0.999813356907188,"320655","ENSMUSG00000038208"
"Arl2",565.303647616108,-0.1595122562341,0.127426586290848,-1.25179729660196,0.210643735482041,0.999813356907188,"56327","ENSMUSG00000024944"
"Bmpr2",527.89364007721,0.173813778584556,0.138893667669141,1.25141614806082,0.210782688812963,0.999813356907188,"12168","ENSMUSG00000067336"
"E130012A19Rik",806.086412870635,-0.151369197988157,0.121049697550215,-1.25047150923582,0.211127356627167,0.999813356907188,NA,NA
"Cd1d2",2.03366013310482,2.89617071335378,2.31621444035297,1.2503897147418,0.211157219924756,NA,"12480","ENSMUSG00000041750"
"Zfp26",1280.22265990141,0.125139756918858,0.100166998452897,1.249311238748,0.211551258879449,0.999813356907188,"22688","ENSMUSG00000063108"
"Kiss1r",57.8234568639562,-0.462806688215112,0.370611086686202,-1.248766442346,0.21175051116577,0.999813356907188,"114229","ENSMUSG00000035773"
"Pdp1",348.365850766314,0.198018222517046,0.158630389614108,1.2482994147512,0.211921428456752,0.999813356907188,"381511","ENSMUSG00000049225"
"Eaf1",1388.84448224996,-0.115117182423861,0.0922206088815804,-1.24828044208298,0.211928373958387,0.999813356907188,"74427","ENSMUSG00000021890"
"Bahd1",1192.02535332333,-0.121567302482596,0.0974003396906742,-1.24811990254523,0.211987150749397,0.999813356907188,"228536","ENSMUSG00000040007"
"4930417O13Rik",599.42316468205,-0.178330780723339,0.142908407963827,-1.24786766058214,0.212079525456383,0.999813356907188,"73870","ENSMUSG00000108129"
"Mycbp",349.720811846214,0.196365632402633,0.157366602409061,1.24782278702439,0.21209596185828,0.999813356907188,"56309","ENSMUSG00000028647"
"Trav7-5",36.6447720854312,-0.658024936553166,0.527503627491815,-1.24743205972243,0.212239117356035,0.999813356907188,"630061",NA
"Trim8",1650.59047423575,-0.114977186052728,0.0921992533803635,-1.24705116188301,0.212378738694644,0.999813356907188,"93679","ENSMUSG00000025034"
"Pecam1",781.767897615868,0.146646952858392,0.11760934315467,1.24689883409632,0.212434594307286,0.999813356907188,"18613","ENSMUSG00000020717"
"Gtf2b",1287.70080813166,0.118230996510531,0.0948312327962637,1.24675165580246,0.212488571779989,0.999813356907188,"229906","ENSMUSG00000028271"
"Havcr1",19.1350535470287,0.796472513435752,0.638921750058678,1.24658851160194,0.21254841630652,0.999813356907188,"171283","ENSMUSG00000040405"
"Txndc12",1246.69172550975,0.118642183009486,0.0952151260076675,1.24604343851766,0.212748448192678,0.999813356907188,"66073","ENSMUSG00000028567"
"AV039307",3.67325414523503,-1.89475152537085,1.52095429027197,-1.24576493684899,0.212850705686114,NA,"100502700","ENSMUSG00000087519"
"Csde1",11116.8658157439,0.0734856434025332,0.0589932943169741,1.24566095610276,0.212888893407135,0.999813356907188,"229663","ENSMUSG00000068823"
"Psma6",3341.05140426103,0.0930190435674479,0.0746764259209789,1.24562795313582,0.212901015032264,0.999813356907188,"26443","ENSMUSG00000021024"
"Fosb",16.3528322203859,0.87003982385228,0.699003123124481,1.24468660449367,0.213246971833696,0.999813356907188,"14282","ENSMUSG00000003545"
"Rfx7",1070.65561234346,0.133250590280622,0.107064056726722,1.24458753343094,0.213283405211561,0.999813356907188,"319758","ENSMUSG00000037674"
"Nacad",26.2196652830821,-0.681577218612133,0.547677964990253,-1.24448537677477,0.213320978020922,0.999813356907188,"192950","ENSMUSG00000041073"
"Cdr2l",77.4196133521527,-0.423262601906345,0.340273486925299,-1.24388945412977,0.213540251203491,0.999813356907188,"237988","ENSMUSG00000050910"
"Slc9b2",402.461009963398,0.182187054286104,0.146509120355655,1.24352022484225,0.213676192834937,0.999813356907188,"97086","ENSMUSG00000037994"
"Gm27406",2.81413596342403,2.27429486257733,1.82989501255059,1.2428553807616,0.213921130377284,NA,NA,NA
"Usp33",1551.12871404023,-0.112284627178197,0.0903766006574958,-1.24240817159883,0.21408600217645,0.999813356907188,"170822","ENSMUSG00000025437"
"Nup93",1875.35613468759,0.103229798421999,0.0831197251216848,1.24194104673558,0.214258314104154,0.999813356907188,"71805","ENSMUSG00000032939"
"Usp25",2351.91585531351,0.0985510553491608,0.0793759034410537,1.24157396737345,0.2143937916438,0.999813356907188,"30940","ENSMUSG00000022867"
"Ssh3",621.087616488619,-0.158887305601279,0.12800744637653,-1.24123486639923,0.214518998110575,0.999813356907188,"245857","ENSMUSG00000034616"
"Mat2a",2132.15255466441,0.0989795855209179,0.0797621774799486,1.24093384418699,0.214630188896473,0.999813356907188,"232087","ENSMUSG00000053907"
"Trim30a",646.595656248837,0.155164090667147,0.125056324203366,1.24075364965005,0.214696768553046,0.999813356907188,"20128","ENSMUSG00000030921"
"Amd2",4.41138485054346,-1.70600154744112,1.37510394074002,-1.24063461451723,0.214740758730368,NA,"100041585","ENSMUSG00000063953"
"Sqrdl",296.327468904172,-0.209458300281655,0.168842423755705,-1.24055492465991,0.214770212245826,0.999813356907188,NA,NA
"Pde1b",219.607666567496,-0.244546285526008,0.19713498825619,-1.24050168713939,0.214789890552189,0.999813356907188,"18574","ENSMUSG00000022489"
"Nudt19",831.899297103333,0.140629693866796,0.113385467576499,1.24027970138162,0.214871957662985,0.999813356907188,"110959","ENSMUSG00000034875"
"Whrn",192.480213173443,-0.259439713787399,0.209178667285995,-1.24027807019482,0.214872560788856,0.999813356907188,"73750","ENSMUSG00000039137"
"Gm26885",10.5713400484594,-1.11216437922561,0.896920460501304,-1.23998105540373,0.214982401355724,NA,"102640282",NA
"Eno1",35360.7721543123,-0.0737614960159207,0.0594864831796073,-1.23997069709455,0.214986232745402,0.999813356907188,"13806","ENSMUSG00000063524"
"Zbtb10",79.3648678547492,-0.411847338857555,0.332182851540939,-1.23982119169327,0.215041538125469,0.999813356907188,"229055","ENSMUSG00000069114"
"Kcnk6",110.044264771346,-0.339546276782452,0.273950254658457,-1.23944501240116,0.215180740583655,0.999813356907188,"52150","ENSMUSG00000046410"
"Slc9a3r1",3186.98012567809,-0.0966532236588449,0.077994470354318,-1.23923174578612,0.215259687204313,0.999813356907188,"26941","ENSMUSG00000020733"
"Prtn3",3.66666746722549,-1.90233417710166,1.53523899550441,-1.23911272620889,0.215303754712123,NA,"19152","ENSMUSG00000057729"
"Sestd1",1467.06042513465,0.111458255278631,0.0899924175917359,1.23852940349128,0.215519826438532,0.999813356907188,"228071","ENSMUSG00000042272"
"Slc4a3",28.482039809615,-0.64230191896048,0.518611337271676,-1.23850342790329,0.215529451828206,0.999813356907188,"20536","ENSMUSG00000006576"
"Lrrc48",58.0539416124765,-0.473363723143384,0.382236644406894,-1.23840487318501,0.215565974609668,0.999813356907188,NA,NA
"Fam117a",549.408492953519,-0.161618671935667,0.130518518974042,-1.2382815343454,0.215611688265317,0.999813356907188,"215512","ENSMUSG00000038893"
"Mtf2",1369.1307883506,0.114226932702586,0.0922662185618925,1.23801467625947,0.215710619032822,0.999813356907188,"17765","ENSMUSG00000029267"
"Gm26891",2.92100069149482,-2.23053028423316,1.80186466508204,-1.23790111846808,0.215752727576271,NA,"105247244",NA
"Tubb6",3562.05887580037,0.0901728103898826,0.0728924241889286,1.23706697085784,0.21606222063353,0.999813356907188,"67951","ENSMUSG00000001473"
"Avpi1",1280.32967066759,-0.117447168939662,0.0949705596227809,-1.23666923103494,0.21620990618799,0.999813356907188,"69534","ENSMUSG00000018821"
"Setbp1",64.4652012977739,0.428222216837923,0.346305989969344,1.23654291072421,0.216256825632761,0.999813356907188,"240427","ENSMUSG00000024548"
"Krt222",25.2006348687345,-0.715258722502433,0.578476693858123,-1.23645209927482,0.216290560467656,0.999813356907188,"268481","ENSMUSG00000035849"
"Spag1",104.660166871419,-0.346723398137209,0.280446072165405,-1.23632823758257,0.21633657898569,0.999813356907188,"26942","ENSMUSG00000037617"
"Bag2",486.398417032,0.179562397996702,0.145252401920943,1.23620949204291,0.216380703308853,0.999813356907188,"213539","ENSMUSG00000042215"
"Nck2",667.254759794163,-0.146707186975163,0.118680865629124,-1.2361486091079,0.216403329140506,0.999813356907188,"17974","ENSMUSG00000066877"
"Dzip3",417.394171798762,0.178922977567189,0.144828651453547,1.235411472602,0.216677405183745,0.999813356907188,"224170","ENSMUSG00000064061"
"Mapk12",28.4900505762436,-0.641682107437512,0.519506868986957,-1.2351754052623,0.216765230588825,0.999813356907188,"29857","ENSMUSG00000022610"
"6330403K07Rik",2.92147538770117,-2.23080711063372,1.80630734915503,-1.23500970733318,0.216826891380593,NA,"103712","ENSMUSG00000018451"
"Sulf2",24.1814659958658,0.713175530504793,0.577591039155988,1.23474133453824,0.216926787107661,0.999813356907188,"72043","ENSMUSG00000006800"
"Rnf214",689.508728606808,0.15354906367469,0.124358941866754,1.23472475215503,0.216932960612256,0.999813356907188,"235315","ENSMUSG00000042790"
"1700020N18Rik",2.92052599528846,-2.23033749688116,1.80641932130582,-1.23467318499943,0.216952159509197,NA,"67086","ENSMUSG00000100253"
"Mtss1",1398.0773749578,-0.11504241740692,0.0932200535025516,-1.23409516605535,0.217167444599596,0.999813356907188,"211401","ENSMUSG00000022353"
"Fndc3c1",31.3732656061786,-0.671456957508118,0.544398003777605,-1.23339349675944,0.217428990115408,0.999813356907188,"333564","ENSMUSG00000033737"
"Pias4",1155.22930601822,-0.119774356634962,0.0971233091032676,-1.23321947883397,0.217493889913681,0.999813356907188,"59004","ENSMUSG00000004934"
"Cttn",174.913049509115,-0.27335782788698,0.221673920512933,-1.23315285467255,0.21751874101033,0.999813356907188,"13043","ENSMUSG00000031078"
"Gstm4",260.280124050638,-0.232333332733815,0.188438054149821,-1.23294275024245,0.217597124232388,0.999813356907188,"14865","ENSMUSG00000027890"
"Gm26610",18.6655626385582,0.819729602021316,0.664992145484566,1.23269065294598,0.217691200447137,0.999813356907188,NA,NA
"Mc2r",3.54280869320022,1.96556882044178,1.59463696660854,1.23261210018361,0.217720520288616,NA,"17200","ENSMUSG00000045569"
"Pcbp3",182.226214059791,-0.269299637283529,0.21850193614682,-1.23248169802292,0.217769199201576,0.999813356907188,"59093","ENSMUSG00000001120"
"Glul",1333.00014218805,0.116193406000445,0.0942764722104072,1.23247511575448,0.217771656559038,0.999813356907188,"14645","ENSMUSG00000026473"
"H2afy2",11.1451477968529,1.05713112171215,0.857924318669185,1.23219624238181,0.217875786635566,NA,NA,NA
"Rab35",2295.40333331457,-0.0969328454260226,0.0787197610756372,-1.23136610301555,0.218185968824583,0.999813356907188,"77407","ENSMUSG00000029518"
"Lum",10.5753735607409,1.09447468978944,0.888942454610367,1.23120983153984,0.218244395253793,NA,"17022","ENSMUSG00000036446"
"Armcx4",370.412765516832,-0.209858240710987,0.170484694581031,-1.23095062126672,0.218341333000361,0.999813356907188,"100503043","ENSMUSG00000049804"
"Cox5b",3212.20630401091,-0.100405272149606,0.0815962926387182,-1.23051267285105,0.218505184346194,0.999813356907188,"12859","ENSMUSG00000061518"
"Iars",5119.41794860102,0.0836929119316367,0.0680251314510548,1.23032341351453,0.218576020009511,0.999813356907188,"105148","ENSMUSG00000037851"
"Capn11",4.83561837349164,1.58937822031345,1.29229080476956,1.2298920757212,0.218737522028818,NA,"268958","ENSMUSG00000058626"
"Ovca2",208.208872262803,-0.263704737314446,0.214429161499581,-1.2297988551103,0.218772437064468,0.999813356907188,"246257","ENSMUSG00000038268"
"Ivns1abp",4691.9841797481,0.0816036149213731,0.0663665111366396,1.22959024851197,0.218850583502441,0.999813356907188,"117198","ENSMUSG00000023150"
"Cd70",38.6709626980224,0.553989647649347,0.450552266735424,1.22957909337223,0.218854762911113,0.999813356907188,"21948","ENSMUSG00000019489"
"Hcfc1",5613.72002266965,0.0909759237034632,0.0739935326407982,1.22951182970417,0.218879965276806,0.999813356907188,"15161","ENSMUSG00000031386"
"Dclk2",378.370576864407,0.18675669026741,0.151897698398708,1.2294899279988,0.218888171862347,0.999813356907188,"70762","ENSMUSG00000028078"
"1810032O08Rik",488.560180426042,-0.1679956987228,0.136645457926243,-1.22942760975984,0.21891152376251,0.999813356907188,NA,NA
"Rmnd1",439.843961817075,-0.173822715938193,0.141420723013789,-1.22911771509785,0.21902767410987,0.999813356907188,"66084","ENSMUSG00000019763"
"Limd1",2116.0269471153,-0.0979185376914365,0.079692564820694,-1.22870355486425,0.219182972895907,0.999813356907188,"29806","ENSMUSG00000025239"
"Stard5",437.02872491122,-0.174259879590897,0.141855914490644,-1.22842872090744,0.219286071762047,0.999813356907188,"170460","ENSMUSG00000046027"
"Thada",1511.0790642898,0.12244825803076,0.099732949066808,1.22776132839244,0.21953657661993,0.999813356907188,"240174","ENSMUSG00000024251"
"Xrcc2",386.308559436019,0.184255144302969,0.15007840782172,1.22772587327718,0.219549890392226,0.999813356907188,"57434","ENSMUSG00000028933"
"Alkbh2",320.457680870949,-0.201933727180868,0.16448152189826,-1.22769855756669,0.219560148126845,0.999813356907188,"231642","ENSMUSG00000044339"
"Ints5",1282.4551254874,0.120969261973932,0.0985335837743352,1.22769574941047,0.219561202679458,0.999813356907188,"109077","ENSMUSG00000071652"
"Adam10",1349.26712642025,0.112555935005939,0.0916847997505619,1.22764008114932,0.219582108645173,0.999813356907188,"11487","ENSMUSG00000054693"
"Ccdc88a",263.588352340026,-0.218669789764438,0.178131116017967,-1.22757772281842,0.21960552873322,0.999813356907188,"108686","ENSMUSG00000032740"
"Ethe1",356.821930448015,-0.191564929024648,0.156078628633217,-1.22736168751728,0.21968667956431,0.999813356907188,"66071","ENSMUSG00000064254"
"Slc25a32",467.614463845179,0.171700209431165,0.13994652653458,1.22689868539709,0.21986067273298,0.999813356907188,"69906","ENSMUSG00000022299"
"Tmem123",3135.01004594185,0.0894354908958683,0.072902271834483,1.22678606091896,0.219903011224005,0.999813356907188,"71929","ENSMUSG00000050912"
"Sdhaf1",648.307779847107,-0.158450728771803,0.129171671216089,-1.22666779240422,0.21994747775347,0.999813356907188,"68332","ENSMUSG00000074211"
