"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","ensembl"
"Card14",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"170720","ENSMUSG00000013483"
"Clec4f",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"51811","ENSMUSG00000014542"
"Csmd3",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"239420","ENSMUSG00000022311"
"Elf3",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"13710","ENSMUSG00000003051"
"Gfap",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"14580","ENSMUSG00000020932"
"Gfra2",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"14586","ENSMUSG00000022103"
"Gm12108",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"104692","ENSMUSG00000086386"
"Gm12709",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"100504717","ENSMUSG00000085181"
"Gm15627",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"102640952",NA
"Gm16344",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"102638097",NA
"Gm20483",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm22105",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm23103",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm23238",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm23296",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm24853",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm25076",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm25271",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm25482",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm25506",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm25673",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm26596",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"544737","ENSMUSG00000097185"
"Gm27402",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm28041",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm28044",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
"Gm28050",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,"102636013",NA
"Gm28989",0.525009389500352,2.56261016404816,4.13583547369318,0.619611244293483,0.535513762065422,NA,NA,NA
